season,episode,title,airdate,runtime,rating,character,sentence,emotion_label,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_neutral,emotion_sadness,emotion_surprise,sentiment_label,sentiment_negative,sentiment_neutral,sentiment_positive
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Marlowe Freudenberg,"Once we're there, everyone confirm your designated positions.",neutral,0.008271,0.003647,0.004674,0.024458,0.947135,0.001502,0.010313,neutral,0.011564,0.889855,0.09858
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Marlowe Freudenberg,"Got it? Yeah, yeah.",neutral,0.113359,0.085364,0.014333,0.056297,0.40746,0.019298,0.303889,positive,0.038284,0.412536,0.54918
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Marlowe Freudenberg,Hey! What's going on? Aren't those ours? They must be taking them to the Inner District.,surprise,0.135657,0.051694,0.008229,0.022986,0.040632,0.024829,0.715974,neutral,0.212473,0.742364,0.045163
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Marlowe Freudenberg,"Even so, having the merchants involved is unusual.",neutral,0.008305,0.04801,0.005244,0.009672,0.782215,0.003771,0.142783,neutral,0.122343,0.827852,0.049805
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Hitch Dreyse,"What are they up to? They're selling our emergency backups?! Wait, what about the mission? Holy shit, he really is the real deal! Guess we'll see if that's for better or for worse For now let's just enjoy the show.",disgust,0.250594,0.493433,0.004417,0.015365,0.045943,0.007857,0.182391,positive,0.29924,0.335739,0.365021
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Unknown,Let's grab a drink then.,neutral,0.009735,0.014618,0.003674,0.090432,0.87032,0.006063,0.005158,neutral,0.013668,0.657096,0.329235
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Boris Feulner,"What is it, rookie? What do you want? E-Embezzling emergency backup supplies is a crime! So? Emergency goods are paid for by the people's tax dollars and So you think you can lecture your superiors, rookie? I look forward to your future.",anger,0.597333,0.274298,0.038272,0.002642,0.062634,0.008174,0.016648,negative,0.838483,0.145302,0.016216
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Boris Feulner,"For now, go buy yourself a hooker and chill the fuck out.",neutral,0.337612,0.146521,0.010435,0.018055,0.447795,0.037828,0.001755,negative,0.813663,0.160592,0.025745
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Boris Feulner,H-Hold it! Embezzling is Hey! I'll have you arrested for insubordination and treason.,anger,0.896586,0.042207,0.024006,0.003542,0.021579,0.00814,0.003939,negative,0.888317,0.095781,0.015902
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Boris Feulner,"Damn you! You can't get away Yes, we can.",anger,0.780177,0.129673,0.013546,0.004921,0.014672,0.033471,0.023539,negative,0.892413,0.089909,0.017677
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Here, we can! I think that's probably enough.",neutral,0.027305,0.007444,0.001536,0.379344,0.480284,0.00737,0.096718,positive,0.006654,0.174412,0.818934
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,Sorry if this retard was causing you trouble.,sadness,0.020092,0.064857,0.012823,0.005877,0.123313,0.758207,0.014831,negative,0.891779,0.101826,0.006395
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,We'll be sure he learns his lesson.,neutral,0.008113,0.011572,0.002958,0.016406,0.949243,0.008075,0.003634,neutral,0.301661,0.60623,0.09211
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,Unless You'd prefer to make a bigger scene? We'll let you off this once.,neutral,0.037969,0.029942,0.005587,0.00334,0.909224,0.008848,0.005088,neutral,0.23801,0.700656,0.061334
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Boris Feulner,"Yes, sir! Let's go grab that drink now.",anger,0.713102,0.070192,0.074014,0.032032,0.078663,0.021624,0.010374,positive,0.005298,0.227387,0.767314
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Why not do it? Weren't you going to punish corruption? If you want, I'll help out.",anger,0.810598,0.036799,0.049319,0.002285,0.07673,0.019416,0.004854,neutral,0.333993,0.569911,0.096096
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Sasha Blouse,"What did you wanna get? What else? Meat! Damn it! We know you're working really hard! Oh, I'm not worthy of your praise.",anger,0.462766,0.336052,0.010082,0.009524,0.021657,0.046018,0.113901,negative,0.624645,0.210482,0.164873
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Marlowe Freudenberg,That guy you know That idiot you mentioned earlier Would he have done it? Maybe.,neutral,0.185224,0.138608,0.024229,0.018565,0.438813,0.039329,0.155233,negative,0.797384,0.192626,0.00999
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Marlowe Freudenberg,"Then I'm just another piece of trash, caught up in that greater flow you mentioned earlier.",disgust,0.085585,0.455375,0.005138,0.001442,0.425219,0.015632,0.011609,negative,0.887918,0.102558,0.009524
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Am I not? Who knows? But isn't that what normal human beings do? I don't care if I'm swept along by the flow, as long as I'm still considered a human.",neutral,0.107087,0.213358,0.005539,0.008664,0.641738,0.007411,0.016203,neutral,0.293015,0.651312,0.055673
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,Annie! Hey.,joy,0.043341,0.008671,0.001824,0.741256,0.066193,0.019522,0.119194,positive,0.005894,0.22879,0.765316
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,You're fitting in well with the Military Police.,neutral,0.005116,0.005845,0.001726,0.012533,0.95948,0.003292,0.012007,neutral,0.108641,0.555647,0.335712
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,Armin What's with that look? I disguised myself as a porter.,surprise,0.064708,0.063871,0.007981,0.003233,0.072243,0.009848,0.778117,neutral,0.417188,0.550382,0.032431
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,The cloak can hide my 3D Maneuver Gear.,neutral,0.007365,0.014925,0.007554,0.007626,0.94724,0.007948,0.007343,neutral,0.070867,0.766897,0.162236
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"See? What's going on? Annie, would you assist me in letting Eren escape? Escape to where? Where could you go inside these Walls after disobeying the King? We'd just hide out for a while.",surprise,0.152717,0.071232,0.107399,0.011233,0.281532,0.018967,0.35692,neutral,0.218524,0.745187,0.036289
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,We don't intend to go against the King head-on.,anger,0.436816,0.06101,0.071491,0.016487,0.390748,0.020437,0.003011,neutral,0.273756,0.685316,0.040928
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,It'll be reported as a rebellion by a portion of the Recon Corps.,neutral,0.096087,0.082229,0.034252,0.00388,0.748791,0.025062,0.009699,neutral,0.214977,0.769907,0.015115
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,We need to buy time.,neutral,0.012824,0.017607,0.0052,0.002788,0.932735,0.017969,0.010877,neutral,0.129594,0.749717,0.120689
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,Time to collect proof that could change the outcome of the court martial.,neutral,0.054632,0.014097,0.089737,0.009863,0.778215,0.037551,0.015905,neutral,0.090059,0.857112,0.052829
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,We will succeed.,neutral,0.013347,0.005219,0.005895,0.122948,0.838069,0.007935,0.006586,positive,0.010341,0.053407,0.936252
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Change the outcome? Does anything so convenient even exist? What's your evidence? Sorry, but I can't say.",surprise,0.114406,0.175647,0.0174,0.004427,0.215348,0.090207,0.382566,negative,0.78777,0.201814,0.010416
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"I'm sorry too, but I can't help you like this.",sadness,0.00411,0.016903,0.007485,0.001892,0.027124,0.931837,0.010649,negative,0.904455,0.088784,0.006761
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,Good luck with whatever you're doing.,neutral,0.008349,0.006804,0.002222,0.125444,0.845732,0.004422,0.007028,positive,0.006711,0.033771,0.959518
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"Annie! Please! They're gonna wind up executing Eren! Clueless people will push mankind down the path of extinction just for personal gain, without even realizing it! I know my reasoning isn't all that convincing.",anger,0.519803,0.297456,0.032483,0.008497,0.041774,0.059426,0.040561,negative,0.936588,0.05664,0.006772
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"But even so Gambling big is our only chance at this point! Of course, we'll do our utmost to avoid causing trouble for you.",neutral,0.118272,0.017274,0.223289,0.055403,0.495988,0.086219,0.003556,neutral,0.153178,0.526253,0.320569
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"But to get through the security inside Wall Sina, we need insider help from the Military Police.",neutral,0.008294,0.007606,0.011585,0.003627,0.945143,0.011827,0.011917,neutral,0.35882,0.617265,0.023916
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,We have no other choice.,neutral,0.034265,0.055871,0.050865,0.006214,0.671988,0.177568,0.003229,neutral,0.366035,0.574922,0.059043
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"Do I look like such a good person to you? ""Good person""? Well I don't like that term.",disgust,0.028201,0.900892,0.002665,0.003013,0.050788,0.008773,0.005668,negative,0.63994,0.259951,0.100109
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"To me, it seems like the meaning of ""good person"" is really a person who's good for you.",neutral,0.006981,0.014082,0.001068,0.191518,0.751621,0.003031,0.031699,positive,0.018697,0.166854,0.814449
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"In that sense, I don't think any individual can be ""good"" in everyone's eyes.",neutral,0.019517,0.167429,0.004185,0.004027,0.783472,0.00597,0.0154,negative,0.630528,0.338838,0.030634
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"So if you don't help us Then, in my eyes, you'd be a bad person.",disgust,0.213049,0.573235,0.127627,0.001364,0.05439,0.026897,0.003438,negative,0.875919,0.115968,0.008113
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,Very well.,neutral,0.005119,0.019147,0.003895,0.415431,0.519688,0.026454,0.010266,positive,0.038997,0.281394,0.679609
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,I'm in.,neutral,0.009711,0.007315,0.099609,0.042089,0.675077,0.05171,0.11449,neutral,0.011156,0.532196,0.456647
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,We made it through more easily than I expected.,neutral,0.007332,0.002236,0.003425,0.101369,0.49384,0.003847,0.387951,positive,0.006077,0.045973,0.94795
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,That's the Military Police for you.,neutral,0.011572,0.007914,0.003481,0.004669,0.939177,0.005688,0.027499,negative,0.63431,0.345722,0.019968
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,You can tell how hard they work.,neutral,0.010084,0.015243,0.003247,0.007816,0.884385,0.035878,0.043347,positive,0.02989,0.282019,0.688091
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,Stop glancing around so much.,neutral,0.201522,0.128635,0.026404,0.006861,0.570199,0.055947,0.010433,neutral,0.413777,0.533399,0.052824
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,Let's just hope they don't discover Jean's taken my place.,neutral,0.015758,0.00671,0.003244,0.019243,0.924059,0.025165,0.005821,neutral,0.260383,0.659621,0.079995
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,I doubt that cover will last long.,neutral,0.00295,0.004452,0.002567,0.008318,0.936779,0.006335,0.038598,negative,0.733946,0.248876,0.017178
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,We look nothing alike.,neutral,0.010696,0.328157,0.017306,0.003524,0.560776,0.069917,0.009624,negative,0.470263,0.456475,0.073262
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,Don't worry.,fear,0.02681,0.008229,0.708768,0.009095,0.19714,0.025396,0.024563,neutral,0.119584,0.58862,0.291797
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,You both share a villainous face and a sociopathic look in your eyes.,neutral,0.173612,0.29874,0.005487,0.011444,0.483987,0.022877,0.003853,negative,0.93202,0.059,0.00898
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"I don't have a horseface like him! Hey, if I didn't agree to help, how were you planning to get over the Wall? I was going to use the 3D Maneuver Gear to break through.",anger,0.550617,0.156034,0.030897,0.021334,0.108035,0.036498,0.096585,negative,0.466836,0.456313,0.07685
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,That's insane.,disgust,0.175398,0.776324,0.008621,0.000817,0.014434,0.006898,0.017509,negative,0.690907,0.218603,0.09049
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,Wouldn't it have been less troublesome to escape before you reached Stohess? Why here? Why now? I thought the dense layout of the urban area would give us a better shot at swapping Jean for Eren.,neutral,0.047501,0.019583,0.073071,0.007807,0.768695,0.010079,0.073264,neutral,0.308781,0.657777,0.033442
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"Plus, pretending to follow obediently instead of opposing them outright will buy us more time to flee.",neutral,0.057686,0.02753,0.006999,0.010418,0.885874,0.009524,0.001969,negative,0.767595,0.223704,0.008701
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,I see.,surprise,0.035709,0.086793,0.006965,0.020525,0.168957,0.00474,0.676312,neutral,0.10949,0.703347,0.187162
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,That makes sense.,neutral,0.056766,0.389325,0.008173,0.021413,0.491203,0.028981,0.004138,positive,0.0363,0.311423,0.652276
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,There! Here? Yeah.,surprise,0.074696,0.021062,0.005301,0.088445,0.059848,0.006788,0.743861,neutral,0.018841,0.491134,0.490025
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,We'll go through here.,neutral,0.003699,0.010699,0.002859,0.009717,0.96209,0.00327,0.007666,neutral,0.027864,0.776917,0.19522
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,It's the abandoned remains of an underground city they planned long ago.,neutral,0.032911,0.132233,0.011642,0.003626,0.675799,0.122528,0.021261,negative,0.730511,0.259686,0.009803
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,This leads as far as the outer gate.,neutral,0.01219,0.012028,0.010812,0.005158,0.917995,0.007237,0.034581,neutral,0.06555,0.87637,0.05808
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Really? That's great! Annie? What's wrong? Don't tell me you're scared of cramped, dark places? In fact, I am afraid.",fear,0.016163,0.005619,0.725873,0.009251,0.026391,0.005528,0.211176,negative,0.493628,0.251713,0.254659
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"I doubt a brave, borderline-suicidal guy like you could possibly understand the feelings of a weak maiden like me.",neutral,0.021341,0.078548,0.257456,0.004304,0.55114,0.025578,0.061633,negative,0.919384,0.075045,0.005571
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,Someone who can fling a man head over heels in mid-air with ease can't call herself a maiden.,neutral,0.009805,0.113893,0.004291,0.004703,0.816863,0.004077,0.046369,neutral,0.354454,0.558046,0.087499
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Stop being silly and hurry up! No, I'm not going that way.",anger,0.867912,0.021396,0.051161,0.007236,0.017277,0.022803,0.012214,negative,0.722116,0.216139,0.061745
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,It scares me.,fear,0.006353,0.004452,0.961132,0.002449,0.00703,0.003987,0.014597,negative,0.765121,0.205076,0.029803
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"If we don't travel above ground, I won't help.",sadness,0.107805,0.036509,0.195076,0.003279,0.310561,0.342383,0.004386,negative,0.605736,0.373594,0.02067
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,"What are you even saying?! Get down here already! Stop screwing around! Eren, don't shout.",anger,0.931266,0.023819,0.014219,0.002421,0.007133,0.006867,0.014274,negative,0.931677,0.05901,0.009314
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,"It shouldn't be an issue, right, Mikasa? For some reason, there haven't been any people nearby for a while now.",neutral,0.016459,0.02376,0.003676,0.005374,0.92144,0.006162,0.023128,negative,0.57498,0.409374,0.015646
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,Jeez! I'm hurt.,sadness,0.015356,0.043336,0.050714,0.008765,0.068771,0.722471,0.090587,negative,0.893182,0.089604,0.017214
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"When did you start looking at me with those eyes, Armin? Annie, why? Why did you have Marco's 3D Maneuver Gear? I recognized even its tiniest marks and dings because we repaired ours together.",surprise,0.041231,0.031158,0.014126,0.00126,0.081602,0.006122,0.824501,neutral,0.163821,0.734236,0.101943
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,That's how I knew.,neutral,0.014467,0.025076,0.009305,0.030117,0.876803,0.010638,0.033594,neutral,0.067156,0.782461,0.150383
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"I see Well, I happened to pick it up.",surprise,0.019759,0.011381,0.004142,0.044989,0.186729,0.009833,0.723168,neutral,0.011498,0.621784,0.366718
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"Then you killed those two Titans we captured alive? Who knows? But if you thought so a month ago, why didn't you act? Because I couldn't believe it! I still hope it's just some misunderstanding! But because of that Since you didn't kill me back then That's why this is happening right now.",surprise,0.169681,0.047653,0.010578,0.006276,0.032076,0.016147,0.717589,negative,0.918448,0.075857,0.005694
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,"Yeah, I'm pretty sure you're right.",neutral,0.020086,0.016354,0.003411,0.165977,0.7631,0.005283,0.025789,positive,0.036682,0.313368,0.64995
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,I never expected you to corner me like this.,surprise,0.034892,0.011692,0.055137,0.005416,0.032456,0.003314,0.857093,negative,0.854517,0.137443,0.00804
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,Why didn't I kill you then? I wonder.,surprise,0.020271,0.01227,0.010264,0.002512,0.01477,0.007327,0.932587,negative,0.606058,0.375939,0.018002
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,"Hey, Annie! There's still a chance that you've just got a sick sense of humor, and you're just going along with whatever Armin says because you're an idiot.",anger,0.285163,0.255656,0.008771,0.095358,0.234712,0.029957,0.090383,negative,0.92146,0.068574,0.009966
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,"So get down here now! If you come underground, that alone proves something! Come on and prove it! I can't go down there I've failed to become a soldier.",anger,0.784794,0.02195,0.08704,0.031482,0.033424,0.012259,0.029052,negative,0.623889,0.291578,0.084533
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Eren Yeager,"Cut it out already! Tell us, Annie! We can still talk That's enough.",anger,0.636121,0.110581,0.02185,0.033484,0.099668,0.039202,0.059094,neutral,0.397765,0.475295,0.12694
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,I can't listen to another word of this.,disgust,0.234522,0.60541,0.007036,0.000915,0.038921,0.108658,0.004538,negative,0.920129,0.070335,0.009536
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Mikasa Ackerman,It's pointless.,anger,0.450652,0.380846,0.005608,0.003084,0.078456,0.078507,0.002847,negative,0.806438,0.164393,0.029169
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,"I'll tear you apart once again, female-form Titan! Armin, I'm glad I could be a good person for you.",joy,0.00385,0.002117,0.000766,0.964148,0.010535,0.01021,0.008373,positive,0.02949,0.108305,0.862205
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Annie Leonhart,You've won your bet.,neutral,0.030648,0.00985,0.002863,0.294362,0.625635,0.007697,0.028945,positive,0.012456,0.283022,0.704522
1,23,Smile - Assault on Stohess (1),2013-09-15,25,8.4,Armin Arlert,But this is where my gamble begins! Eren! Mikasa! We were too late!,surprise,0.131883,0.005617,0.099977,0.051827,0.165678,0.066754,0.478264,neutral,0.345379,0.395437,0.259184
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Annie Leonhart,"Armin, I'm glad I could be a good person for you.",joy,0.001309,0.000927,0.000306,0.978389,0.008618,0.002447,0.008005,positive,0.004689,0.028498,0.966813
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Annie Leonhart,You've won your bet.,neutral,0.030648,0.00985,0.002863,0.294362,0.625635,0.007697,0.028945,positive,0.012456,0.283022,0.704522
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,But this is where my gamble begins! We've identified the person likely to be the female-form Titan.,neutral,0.037171,0.006072,0.061849,0.126876,0.678614,0.00997,0.079448,neutral,0.004603,0.651938,0.343459
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Narrator,"Her name is Annie! O, my friend! This is a victory for us! Our fame starts here! O, my friend! Let us celebrate this victory for the next battle! ""I died for naught"" â I won't let it end like that for you until I am the last one standing The enemy is cruel We will kill The enemy is colossal We will jump In our hands we hold blades of glory and sing in the name of victory We bear the wings of freedom on our backs Swearing iron determination upon our hearts, we slash apart the circle of idiocy and soar through the sky with our wings of freedom Mercy Raid on Stohess District (pt 2) A few days earlier They're late.",anger,0.739355,0.010671,0.022222,0.165508,0.0337,0.011958,0.016585,positive,0.010288,0.069201,0.920511
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Nile Dok,Erwin and his damn folk are making me wait.,anger,0.657495,0.212849,0.008687,0.004688,0.077283,0.024199,0.014799,negative,0.913945,0.076281,0.009774
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Nile Dok,Our Military Police escorts are gonna arrive first.,neutral,0.018818,0.015218,0.054482,0.026991,0.731665,0.079247,0.073579,neutral,0.089313,0.839355,0.071332
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Unknown,Maybe he's constipated again.,neutral,0.006703,0.030778,0.007417,0.003306,0.875366,0.025713,0.050718,negative,0.502566,0.479602,0.017832
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,"You're quite talkative today, Captain.",neutral,0.009684,0.077741,0.002963,0.024465,0.857858,0.005424,0.021865,positive,0.010608,0.253351,0.736041
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Levi Ackerman,Cut me some slack.,neutral,0.319554,0.16695,0.004604,0.002959,0.447258,0.053944,0.004731,negative,0.486318,0.414182,0.0995
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Levi Ackerman,Talkativeness is in my personality.,disgust,0.063934,0.549706,0.003716,0.007308,0.355308,0.006982,0.013046,neutral,0.174701,0.637608,0.187691
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Eren Yeager,I'm sorry.,sadness,0.003488,0.017096,0.013454,0.002832,0.034262,0.91138,0.017488,negative,0.603574,0.362403,0.034024
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Eren Yeager,It was all my fault.,anger,0.63443,0.036492,0.015238,0.004302,0.078977,0.216266,0.014295,negative,0.848436,0.139349,0.012215
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Eren Yeager,If only I'd made the right decision I told you.,neutral,0.082394,0.019552,0.016239,0.053503,0.792788,0.030366,0.005157,neutral,0.250978,0.534491,0.214531
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Levi Ackerman,No one could have foreseen the outcome.,surprise,0.023743,0.017693,0.040818,0.003207,0.07735,0.011176,0.826013,negative,0.569672,0.397382,0.032946
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,Sorry for being late.,sadness,0.002404,0.006896,0.002204,0.003424,0.037814,0.93607,0.011188,negative,0.66157,0.310876,0.027554
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Levi Ackerman,Not at all.,neutral,0.025044,0.192955,0.013728,0.005333,0.656976,0.060396,0.045568,neutral,0.258999,0.606131,0.13487
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,You guys Excuse me We've identified the person likely to be the female-form Titan.,neutral,0.055289,0.060731,0.00861,0.013607,0.791569,0.008594,0.061599,neutral,0.041762,0.836568,0.121669
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,This time we will catch her.,neutral,0.020716,0.005159,0.017559,0.013195,0.920653,0.007715,0.015002,neutral,0.118902,0.70135,0.179748
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,The operation will begin the day after tomorrow.,neutral,0.020975,0.012025,0.25677,0.136718,0.540457,0.016712,0.016342,neutral,0.009661,0.926827,0.063513
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,"The location is Stohess, where we'll be passing en route to the royal court.",neutral,0.006161,0.007108,0.018212,0.00757,0.935757,0.006731,0.018461,neutral,0.007658,0.922618,0.069725
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,This is our one and only chance.,neutral,0.007113,0.001272,0.019307,0.015139,0.9291,0.007743,0.020327,positive,0.028634,0.344471,0.626895
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,"If we can't escape there, you'll inevitably fall into the hands of the authorities.",fear,0.03414,0.032173,0.561428,0.003061,0.27807,0.087141,0.003986,negative,0.786358,0.205837,0.007806
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,Then it'll be even harder to pursue those who scheme to destroy the Walls.,neutral,0.290447,0.181682,0.030102,0.002823,0.46057,0.032186,0.00219,negative,0.848227,0.144589,0.007184
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,Mankind's annihilation will become even more imminent.,fear,0.01299,0.010511,0.936488,0.001992,0.022625,0.011368,0.004026,negative,0.924085,0.066865,0.00905
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Erwin Smith,We must bet everything we have on this operation.,neutral,0.020365,0.010298,0.004143,0.015364,0.932806,0.007015,0.01001,neutral,0.233473,0.618112,0.148415
1,24,Mercy - Assault on Stohess (2),2013-09-22,25,8.6,Armin Arlert,"The plan is at follows: While we're passing through Stohess, Eren, you'll act as bait to lure the target to this tunnel.",neutral,0.06268,0.060991,0.07564,0.008723,0.775945,0.009409,0.006612,neutral,0.206852,0.742461,0.050687
