character,season,episode,title,airdate,n_lines,md_F1_mean,md_F2_mean,inout_F1_mean,ep_order,season_f
Eren Yeager,3,17,Hero,2019-05-26,2,-0.23231222426010267,0.22105062911345483,-0.8922931617605896,48,Season 3
Eren Yeager,3,18,Midnight Sun,2019-06-02,7,-0.23248145735598505,0.08766589411645825,-0.24990345129093844,63,Season 3
Eren Yeager,3,19,The Basement,2019-06-09,8,0.00880740929958021,-0.1617387676288602,-0.33258344567028,49,Season 3
Eren Yeager,3,20,That Day,2019-06-16,1,7.505386249540628,0.7608798612793346,1.3518789286779398,50,Season 3
Eren Yeager,3,21,The Attack Titan,2019-06-23,9,-0.2323708767344171,-0.01338123464051708,-0.6419250218243111,51,Season 3
Eren Yeager,3,22,Beyond the Wall,2019-06-30,10,-0.23217201905092721,0.08743901270604297,0.5670666791199701,52,Season 3
Eren Yeager,4,3,The Door of Hope,2020-12-20,6,-0.23292737954705192,-0.15553738683698431,-0.3298409194736926,5,Season 4
Eren Yeager,4,4,From One Hand to Another,2020-12-27,8,-0.23310192992892553,-0.3328491962516242,-0.0532237781536892,82,Season 4
Eren Yeager,4,5,Declaration of War,2021-01-10,10,-0.039086946107599156,0.06165522655593359,0.22980824159045765,64,Season 4
Eren Yeager,4,6,The War Hammer Titan,2021-01-17,5,-0.23310192992892553,-0.3328491962516242,-0.892080253917964,68,Season 4
Eren Yeager,4,7,Assault,2021-01-24,2,-0.23253182058304478,-0.22291380407834951,-0.8916841014951128,53,Season 4
Eren Yeager,4,8,Assassin's Bullet,2021-01-31,3,-0.2328386947059846,-0.14821592112993115,-0.5179846692734298,69,Season 4
Eren Yeager,4,9,Brave Volunteers,2021-02-07,5,-0.23294398879516096,-0.22206923117860838,-0.22048897413555765,54,Season 4
Eren Yeager,4,14,Violence,2021-03-21,15,-0.10332002424329781,0.053272257965840314,0.4505938779246472,55,Season 4
Eren Yeager,4,15,Sole Salvation,2021-03-21,5,1.3149115882325144,0.10745654540059921,0.23227625191709506,75,Season 4
Eren Yeager,4,16,Heaven and Earth,2021-03-28,9,-0.23299879733983198,-0.022525603753119745,-0.2681420216502222,56,Season 4
Eren Yeager,4,19,Two Brothers,2022-01-23,7,0.5962808554422275,0.6585662541767772,0.7127766137502305,71,Season 4
Eren Yeager,4,20,Memories of the Future,2022-01-30,10,0.15514722812337345,0.3985066968788589,0.12033483519961548,65,Season 4
Eren Yeager,4,21,"From You, 2,000 Years Ago",2022-02-06,11,-0.05672599023024607,0.158000460686677,0.843384607377539,72,Season 4
Eren Yeager,4,22,Thaw,2022-02-13,6,0.08967916975254145,0.038342635280905216,1.3545711386028894,59,Season 4
Eren Yeager,4,28,The Dawn of Humanity,2022-04-03,12,-0.23298193269708023,-0.05194499255999477,0.32348431506786335,83,Season 4
Erwin Smith,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,1,-0.23310192992892553,-0.3328491962516242,0.24251688838642535,73,Season 1
Erwin Smith,1,13,Primal Desire - The Struggle for Trost (9),2013-06-30,6,0.08946669516044302,-0.19496051462698774,-0.3322789155375416,76,Season 1
Erwin Smith,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,16,-0.23292079037505073,-0.17007541692526185,-0.19322733970945116,20,Season 1
Erwin Smith,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,3,-0.23294021596766967,-0.050876171557531324,-0.14555630635725042,80,Season 1
Erwin Smith,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,19,-0.23265194436845785,0.016332352077331743,-0.12474617751824801,2,Season 1
Erwin Smith,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,1,-0.23231222426010267,0.22105062911345486,1.3521860913135906,21,Season 1
Erwin Smith,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,5,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,22,Season 1
Erwin Smith,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,3,-0.2327938184190416,0.24510011723700478,0.2310383558778744,81,Season 1
Erwin Smith,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,6,-0.23299192040790817,-0.19907777119500775,0.23251069026992896,23,Season 1
Erwin Smith,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,4,-0.23219813957218924,-0.008359976394112623,0.23185043623184362,24,Season 1
Erwin Smith,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,2,2.668831137372157,0.07729920032248538,0.2352029001948786,25,Season 1
Erwin Smith,1,24,Mercy - Assault on Stohess (2),2013-09-22,9,-0.23262425866591965,-0.062241408939750255,-0.1432201128379712,26,Season 1
Erwin Smith,1,25,Wall: Raid on Stohess District (3),2013-09-29,7,-0.232752908676677,0.2574754563027179,0.22989086216215934,27,Season 1
Erwin Smith,2,8,The Hunters,2017-05-20,4,-0.23310192992892553,-0.3328491962516242,-0.33029815342328567,32,Season 2
Erwin Smith,2,9,Opening,2017-05-27,1,-0.23310192992892553,-0.3328491962516242,-0.880255007757229,33,Season 2
Erwin Smith,2,10,Children,2017-06-03,2,-0.23310192992892553,-0.3328491962516242,0.23581196046035546,62,Season 2
Erwin Smith,2,11,Charge,2017-06-10,4,-0.2306334839272008,1.1077445316635512,1.080329756132916,34,Season 2
Erwin Smith,2,12,Scream,2017-06-17,2,2.6700156227074494,0.8053055314387464,-0.32755474972572757,35,Season 2
Erwin Smith,3,1,Smoke Signal,2018-07-22,6,-0.23299315176881596,-0.15027400215172881,-0.1471310282945218,36,Season 3
Erwin Smith,3,2,Pain,2018-07-29,2,-0.23310192992892553,-0.3328491962516242,0.23185043623184365,37,Season 3
Erwin Smith,3,3,Old Story,2018-08-05,25,0.23142657316998402,0.11648358663270528,-0.2194043203624264,77,Season 3
Erwin Smith,3,4,Trust,2018-08-12,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,78,Season 3
Erwin Smith,3,5,Reply,2018-08-19,17,-0.004515577300875347,0.266129671822551,0.296801722438926,79,Season 3
Erwin Smith,3,6,Sin,2018-08-26,7,-0.23276583846998888,0.1321184017036021,0.2305006745713254,38,Season 3
Erwin Smith,3,8,Outside the Walls of Orvud District,2018-09-09,7,-0.2327761531598508,-0.27002897215261007,0.23045679419480383,40,Season 3
Erwin Smith,3,9,Ruler of the Walls,2018-09-16,16,-0.2328067057945966,-0.0470983127157808,-0.11888271391140726,41,Season 3
Erwin Smith,3,12,Night of the Battle to Retake the Wall,2018-10-14,13,-0.2328485875030701,-0.07165324113153769,-0.02900909268405865,43,Season 3
Erwin Smith,3,13,The Town Where Everything Began,2019-04-28,12,-0.23288672601347912,-0.1942212828809337,0.13940359954088408,44,Season 3
Erwin Smith,3,14,Thunder Spears,2019-05-05,11,-0.2325799830201498,0.03849817427304095,0.12942012528891947,45,Season 3
Erwin Smith,3,16,Perfect Game,2019-05-19,23,-0.23267520205794837,-0.07894117045117473,-0.1090149035289681,47,Season 3
Erwin Smith,3,18,Midnight Sun,2019-06-02,7,-0.2322240347256681,0.15514503634720203,-0.4107791120212975,63,Season 3
Erwin Smith,3,19,The Basement,2019-06-09,2,-0.23191737142569124,0.4980005417959943,0.7938454445691476,49,Season 3
Erwin Smith,3,22,Beyond the Wall,2019-06-30,2,-0.23310192992892553,-0.3328491962516242,-0.32633662919477385,52,Season 3
Falco Grice,4,1,Other Side of the Sea,2020-12-06,3,-0.23297033670676917,-0.27481369433456354,-0.14647077425643645,66,Season 4
Falco Grice,4,2,Midnight Train,2020-12-13,7,0.3200298707151496,0.11565577265640865,0.06840689331001253,67,Season 4
Falco Grice,4,3,The Door of Hope,2020-12-20,4,-0.23310192992892553,-0.3328491962516242,-0.6139622706305831,5,Season 4
Falco Grice,4,4,From One Hand to Another,2020-12-27,4,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,82,Season 4
Falco Grice,4,5,Declaration of War,2021-01-10,3,0.4117720850268707,-0.24170510812404428,0.6038727589710384,64,Season 4
Falco Grice,4,7,Assault,2021-01-24,2,-0.23310192992892553,-0.3328491962516242,-0.32755474972572757,53,Season 4
Falco Grice,4,8,Assassin's Bullet,2021-01-31,2,-0.23310192992892553,-0.3328491962516242,0.22712627042002964,69,Season 4
Falco Grice,4,11,Impostors,2021-02-21,10,-0.03952570357301054,-0.2835188913786953,-0.21972738555342036,70,Season 4
Falco Grice,4,13,Children of the Forest,2021-03-07,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,74,Season 4
Falco Grice,4,18,Sneak Attack,2022-01-16,6,-0.23297031231745505,-0.24053255869077766,-0.5153436531210887,58,Season 4
Falco Grice,4,23,Sunset,2022-02-20,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,6,Season 4
Falco Grice,4,24,Pride,2022-02-27,2,0.7342090925047688,-0.19613306406025433,-0.3315162739542394,60,Season 4
Fay Yeager,3,19,The Basement,2019-06-09,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,49,Season 3
Flegel Reeves,3,2,Pain,2018-07-29,1,-0.23310192992892553,-0.3328491962516242,-0.8897033393808569,37,Season 3
Flegel Reeves,3,3,Old Story,2018-08-05,1,-0.23296744740398137,0.6414121049864691,1.347917404449428,77,Season 3
Flegel Reeves,3,4,Trust,2018-08-12,3,1.0573041148720768,0.20817876087641066,0.2317480486866268,78,Season 3
Flegel Reeves,3,5,Reply,2018-08-19,1,1.7015201149384631,-0.05941693186888448,2.48013763221671,79,Season 3
Flegel Reeves,4,11,Impostors,2021-02-21,1,-0.23248284172259462,1.9404659864648324,1.3521860913135906,70,Season 4
Floch Forster,3,16,Perfect Game,2019-05-19,2,0.7356292606445414,1.0963067455879836,0.7958262066834036,47,Season 3
Floch Forster,3,18,Midnight Sun,2019-06-02,9,-0.2326047116121331,0.4202192790405242,-0.017654429577857265,63,Season 3
Floch Forster,3,19,The Basement,2019-06-09,1,-0.23310192992892553,-0.3328491962516242,0.22514550830577376,49,Season 3
Floch Forster,3,22,Beyond the Wall,2019-06-30,9,0.8418635851460287,-0.057853532624529004,-0.02076974427066104,52,Season 3
Floch Forster,4,6,The War Hammer Titan,2021-01-17,2,1.7040201486449278,0.8242890700160186,1.3599555584527887,68,Season 4
Floch Forster,4,7,Assault,2021-01-24,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,53,Season 4
Floch Forster,4,8,Assassin's Bullet,2021-01-31,3,-0.23219538658578978,0.10970761544061164,1.3525921314905751,69,Season 4
Floch Forster,4,11,Impostors,2021-02-21,2,-0.23185005699527678,1.0879745993463985,-0.32420228576269267,70,Season 4
Floch Forster,4,13,Children of the Forest,2021-03-07,3,-0.23310192992892553,-0.3328491962516242,0.6029582910718524,74,Season 4
Floch Forster,4,14,Violence,2021-03-21,12,-0.0709680640361145,0.08385918905486162,0.9776984206223011,55,Season 4
Floch Forster,4,17,Judgement,2022-01-09,3,-0.2327785020064138,0.23109685313656153,1.3568573083508546,57,Season 4
Floch Forster,4,18,Sneak Attack,2022-01-16,1,-0.23310192992892553,-0.3328491962516242,0.22910703253428558,58,Season 4
Floch Forster,4,21,"From You, 2,000 Years Ago",2022-02-06,1,-0.2325862976764336,1.3041533075820413,2.4789195116857567,72,Season 4
Floch Forster,4,22,Thaw,2022-02-13,4,4.121081345091138,1.0192134283271939,1.076519180719317,59,Season 4
Floch Forster,4,23,Sunset,2022-02-20,9,-0.23272484647766623,0.44290738218990033,-0.14318598365623228,6,Season 4
Floch Forster,4,24,Pride,2022-02-27,3,3.639023503796515,1.8236587922846554,2.103239317349818,60,Season 4
Floch Forster,4,26,Traitor,2022-03-13,8,0.25088131852969836,0.4373425468300857,0.09295112547012241,8,Season 4
Floch Forster,4,27,Retrospective,2022-03-20,2,0.7362733044570493,1.8813096575188673,1.9201233859936622,9,Season 4
Frieda Reiss,3,6,Sin,2018-08-26,4,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,38,Season 3
Frieda Reiss,3,9,Ruler of the Walls,2018-09-16,1,-0.23179659200761074,1.8580531329471204,-0.8936648636093687,41,Season 3
Frieda Reiss,4,20,Memories of the Future,2022-01-30,7,1.7024226357028318,0.5736114399769201,0.7139523581920411,65,Season 4
Frieda Reiss,4,21,"From You, 2,000 Years Ago",2022-02-06,4,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,72,Season 4
Gabi Braun,4,1,Other Side of the Sea,2020-12-06,19,-0.02862597681310101,0.15906688152211793,0.1692282691052987,66,Season 4
Gabi Braun,4,2,Midnight Train,2020-12-13,7,-0.23310192992892553,-0.3328491962516242,-0.25125321295145675,67,Season 4
Gabi Braun,4,4,From One Hand to Another,2020-12-27,9,-0.01750061682346532,-0.044544296971888095,0.10367786600112744,82,Season 4
Gabi Braun,4,5,Declaration of War,2021-01-10,2,-0.2334294683329225,-0.019825051383759562,0.2284979722688087,64,Season 4
Gabi Braun,4,6,The War Hammer Titan,2021-01-17,2,-0.23253182058304478,-0.22291380407834951,-0.8922931617605896,68,Season 4
Gabi Braun,4,7,Assault,2021-01-24,3,-0.2328386947059846,-0.14821592112993115,-0.5171725889194606,53,Season 4
Gabi Braun,4,8,Assassin's Bullet,2021-01-31,19,0.3789551910648464,0.2704775014947075,0.46801496572374396,69,Season 4
Gabi Braun,4,11,Impostors,2021-02-21,14,1.5635617382988762,0.07630858561513312,1.0315008133533792,70,Season 4
Gabi Braun,4,13,Children of the Forest,2021-03-07,4,-0.2315668584027526,0.1639715007774647,1.3499749572225967,74,Season 4
Gabi Braun,4,14,Violence,2021-03-21,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,55,Season 4
Gabi Braun,4,16,Heaven and Earth,2021-03-28,3,1.7030699664017936,0.6410634163938941,0.6039751465162554,56,Season 4
Gabi Braun,4,17,Judgement,2022-01-09,2,-0.23310192992892553,-0.3328491962516242,-0.3342596776517975,57,Season 4
Gabi Braun,4,18,Sneak Attack,2022-01-16,2,-0.232904540095691,-0.2457959433760332,-0.3315162739542394,58,Season 4
Gabi Braun,4,19,Two Brothers,2022-01-23,1,-0.23310192992892553,-0.3328491962516242,0.2330685567627974,71,Season 4
Gabi Braun,4,22,Thaw,2022-02-13,7,-0.23310192992892553,-0.3328491962516242,-0.2512970933279782,59,Season 4
Gabi Braun,4,24,Pride,2022-02-27,1,-0.23310192992892553,-0.3328491962516242,1.3466992839184744,60,Season 4
Gabi Braun,4,25,Night of the End,2022-03-06,5,-0.23203181384175176,-0.046172603701368865,0.6807155705831146,7,Season 4
Gelgar,2,1,Beast Titan,2017-04-01,1,-0.23310192992892553,-0.3328491962516242,0.24129876785547164,28,Season 2
Gelgar,2,4,Soldier,2017-04-22,7,0.5961417968266054,0.09690961229419949,-0.5732209277200256,61,Season 2
Grisha Yeager,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,10,Season 1
Grisha Yeager,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,1,1.702309820607286,0.49448289349619456,-0.8936648636093687,11,Season 1
Grisha Yeager,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,5,-0.23202296051304566,0.05545450565257345,-0.22000172592317616,14,Season 1
Grisha Yeager,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,3,-0.23257545948304362,0.036417353991761825,-0.14372737055887833,73,Season 1
Grisha Yeager,3,8,Outside the Walls of Orvud District,2018-09-09,1,-0.2315225185912798,0.7749504544785338,-0.8909214599118106,40,Season 3
Grisha Yeager,3,11,Bystander,2018-10-07,6,-0.2323096272806463,0.12599881790356193,-0.1473340483830141,42,Season 3
Grisha Yeager,3,19,The Basement,2019-06-09,5,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,49,Season 3
Grisha Yeager,3,20,That Day,2019-06-16,21,-0.14020419946082133,0.31455046941281045,0.8147591472955018,50,Season 3
Grisha Yeager,3,21,The Attack Titan,2019-06-23,5,0.15413836131208136,-0.056602813229044625,-0.4453484099976094,51,Season 3
Grisha Yeager,3,22,Beyond the Wall,2019-06-30,5,-0.23247016539386725,0.11027066404043903,1.1298857615677065,52,Season 3
Grisha Yeager,4,15,Sole Salvation,2021-03-21,8,0.2512939212064503,0.24193453025740266,0.7923227939054556,75,Season 4
Grisha Yeager,4,20,Memories of the Future,2022-01-30,15,0.02514528675983339,-0.0026247856233215126,0.005284227624903599,65,Season 4
Grisha Yeager,4,21,"From You, 2,000 Years Ago",2022-02-06,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,72,Season 4
Gunther Schultz,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,80,Season 1
Gunther Schultz,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,2,-0.23310192992892553,-0.3328491962516242,-0.8909214599118107,23,Season 1
Gunther Schultz,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,1,-0.23310192992892553,-0.3328491962516242,2.474650824821594,24,Season 1
Hange Zoë,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,2,-0.23095852925356797,0.6484437116757678,0.22712627042002964,73,Season 1
Hange Zoë,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,20,Season 1
Hange Zoë,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,34,-0.061638434576176356,0.049501541812214424,-0.13471624146827638,80,Season 1
Hange Zoë,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,1,-0.23310192992892553,-0.3328491962516242,-0.8909214599118106,21,Season 1
Hange Zoë,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,10,-0.03939870038721875,0.20076288943306084,-0.7796505359869381,81,Season 1
Hange Zoë,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,2,-0.23310192992892553,-0.3328491962516242,-0.8897033393808569,23,Season 1
Hange Zoë,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,2,-0.2321672662994122,0.6993485969463651,0.23108779464854146,24,Season 1
Hange Zoë,1,24,Mercy - Assault on Stohess (2),2013-09-22,3,-0.2328386947059846,-0.14821592112993115,-0.51585208084329,26,Season 1
Hange Zoë,1,25,Wall: Raid on Stohess District (3),2013-09-29,2,-0.23250976042922195,-0.07168943762485115,-0.3315162739542394,27,Season 1
Hange Zoë,2,1,Beast Titan,2017-04-01,7,0.8730277739406093,0.350923421970889,-0.2486414503834632,28,Season 2
Hange Zoë,2,2,I'm Home,2017-04-08,2,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,29,Season 2
Hange Zoë,2,6,Warrior,2017-05-06,22,-0.2330980481022555,-0.1551617115635067,-0.4336702179588399,31,Season 2
Hange Zoë,2,7,Close Combat,2017-05-13,5,-0.23184052300123728,0.6163366316521132,0.011806261971136232,4,Season 2
Hange Zoë,2,8,The Hunters,2017-05-20,5,-0.23253683877730108,-0.18403778543863075,-0.22079403076887852,32,Season 2
Hange Zoë,2,9,Opening,2017-05-27,2,-0.23310192992892553,-0.3328491962516242,-0.3342596776517975,33,Season 2
Hange Zoë,2,10,Children,2017-06-03,2,-0.2333074849911737,0.47947781259981576,-0.8916841014951128,62,Season 2
Hange Zoë,2,12,Scream,2017-06-17,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,35,Season 2
Hange Zoë,3,1,Smoke Signal,2018-07-22,13,0.8093537794152349,0.22858459530480574,0.1423651572829417,36,Season 3
Hange Zoë,3,2,Pain,2018-07-29,6,-0.2334523077842834,0.07043350515528927,-0.1424580562553162,37,Season 3
Hange Zoë,3,3,Old Story,2018-08-05,14,-0.09450742004848295,-0.234793040100518,0.06788408951020031,77,Season 3
Hange Zoë,3,4,Trust,2018-08-12,8,-0.23233441245782466,-0.11014969946991914,0.9316021092073716,78,Season 3
Hange Zoë,3,5,Reply,2018-08-19,18,-0.23291189348029862,-0.2962040655271993,-0.580310861954541,79,Season 3
Hange Zoë,3,7,Wish,2018-09-02,1,-0.23196171123716403,-0.11297841190507484,0.23855536415791354,39,Season 3
Hange Zoë,3,8,Outside the Walls of Orvud District,2018-09-09,10,-0.23298348139539635,-0.2600485631399981,-0.5558884616039096,40,Season 3
Hange Zoë,3,9,Ruler of the Walls,2018-09-16,5,-0.23336396065212311,-0.08242988035733258,-0.6680131229016146,41,Season 3
Hange Zoë,3,11,Bystander,2018-10-07,4,0.25096754402398497,0.19972719188911445,0.23223175702349477,42,Season 3
Hange Zoë,3,12,Night of the Battle to Retake the Wall,2018-10-14,11,-0.2330301385044871,-0.2824946666729806,-0.5877865611695413,43,Season 3
Hange Zoë,3,13,The Town Where Everything Began,2019-04-28,4,-0.23281687525598516,-0.27788150016498686,0.7888935392835079,44,Season 3
Hange Zoë,3,14,Thunder Spears,2019-05-05,13,0.21363282481119247,0.12144029266629207,-0.3752514189509469,45,Season 3
Hange Zoë,3,15,Descent,2019-05-12,2,-0.23266885729121023,0.3186375351559436,0.24053612627216944,46,Season 3
Hange Zoë,3,18,Midnight Sun,2019-06-02,8,-0.23245260833335168,-0.03212962998159863,-0.04987131419065419,63,Season 3
Hange Zoë,3,19,The Basement,2019-06-09,9,-0.23302368799184223,-0.21006283144643578,-0.5192039598056778,49,Season 3
Hange Zoë,3,21,The Attack Titan,2019-06-23,21,-0.048423899703701444,-0.09276510734403608,0.4426349384402163,51,Season 3
Hange Zoë,3,22,Beyond the Wall,2019-06-30,4,0.2514672332213078,1.153364885384081,0.23055552504197724,52,Season 3
Hange Zoë,4,7,Assault,2021-01-24,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,53,Season 4
Hange Zoë,4,8,Assassin's Bullet,2021-01-31,1,-0.23310192992892553,-0.3328491962516242,1.347917404449428,69,Season 4
Hange Zoë,4,9,Brave Volunteers,2021-02-07,7,-0.23252482360298046,0.08614045171353366,0.7088150895217187,54,Season 4
Hange Zoë,4,11,Impostors,2021-02-21,8,-0.2330525824706169,-0.31108588303272644,-0.6134670801020191,70,Season 4
Hange Zoë,4,13,Children of the Forest,2021-03-07,4,-0.23232741011946328,0.4922851698188636,-0.04983291886119784,74,Season 4
Hange Zoë,4,23,Sunset,2022-02-20,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,6,Season 4
Hange Zoë,4,24,Pride,2022-02-27,13,-0.23297008068288902,-0.15686859888001137,-0.20127472265579252,60,Season 4
Hange Zoë,4,25,Night of the End,2022-03-06,14,0.04348848976406752,-0.09684811271876069,0.14869189450105594,7,Season 4
Hange Zoë,4,26,Traitor,2022-03-13,2,-0.23310192992892553,-0.3328491962516242,-0.3283173913090297,8,Season 4
Hange Zoë,4,27,Retrospective,2022-03-20,5,-0.23323294529052432,-0.20763953830447834,0.006442319630280302,9,Season 4
Hange Zoë,4,28,The Dawn of Humanity,2022-04-03,8,-0.23292023033879242,0.027427772180271058,0.36770181316326833,83,Season 4
Hannes,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,6,-0.23238336796590064,0.3459670880922407,0.04426455292497493,10,Season 1
Hannes,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,2,0.7342090925047688,-0.19613306406025433,-0.8936648636093687,11,Season 1
Hannes,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,1,-0.23310192992892553,-0.3328491962516242,0.23855536415791354,1,Season 1
Hannes,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,4,-0.2314234396100455,0.62951904268289,0.7939222352280604,73,Season 1
Hannes,2,1,Beast Titan,2017-04-01,2,2.6692259902065687,0.3542491130050249,0.23261307781514579,28,Season 2
Hannes,2,6,Warrior,2017-05-06,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,31,Season 2
Hannes,2,7,Close Combat,2017-05-13,1,-0.23310192992892553,-0.3328491962516242,0.22788891200333183,4,Season 2
Hannes,2,8,The Hunters,2017-05-20,15,-0.23286287824193636,-0.15747293639216797,-0.5192854018413336,32,Season 2
Hannes,2,12,Scream,2017-06-17,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,35,Season 2
Historia Reiss,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,1,-0.23310192992892553,-0.3328491962516242,0.23459383992940172,14,Season 1
Historia Reiss,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,1,-0.23310192992892553,-0.3328491962516242,0.2306323157008899,73,Season 1
Historia Reiss,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,22,Season 1
Historia Reiss,2,2,I'm Home,2017-04-08,2,-0.23310192992892553,-0.3328491962516242,0.2306323157008899,29,Season 2
Historia Reiss,2,4,Soldier,2017-04-22,1,-0.23231222426010267,0.22105062911345486,1.3561476155421024,61,Season 2
Historia Reiss,2,5,Historia,2017-04-29,8,-0.23295940259245534,-0.3053653482083055,-0.7522896002048276,30,Season 2
Historia Reiss,2,6,Warrior,2017-05-06,3,1.0571725704285484,0.2187055302469216,0.605295654592426,31,Season 2
Historia Reiss,2,7,Close Combat,2017-05-13,1,-0.23082149254540252,0.10689237244147454,0.2306323157008899,4,Season 2
Historia Reiss,2,8,The Hunters,2017-05-20,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,32,Season 2
Historia Reiss,2,11,Charge,2017-06-10,4,-0.23310192992892553,-0.3328491962516242,0.23192722689075632,34,Season 2
Historia Reiss,2,12,Scream,2017-06-17,1,-0.23152266492716458,0.5692636406158188,-0.8936648636093687,35,Season 2
Historia Reiss,3,1,Smoke Signal,2018-07-22,1,-0.23231222426010267,0.22105062911345486,-0.8936648636093687,36,Season 3
Historia Reiss,3,3,Old Story,2018-08-05,13,-0.23310192992892553,-0.3328491962516242,-0.8072977946752414,77,Season 3
Historia Reiss,3,6,Sin,2018-08-26,7,0.31987285593856346,-0.09646859918081885,-0.4118670957100651,38,Season 3
Historia Reiss,3,7,Wish,2018-09-02,3,-0.23310192992892553,-0.3328491962516242,0.22778652445811506,39,Season 3
Historia Reiss,3,8,Outside the Walls of Orvud District,2018-09-09,9,-0.23244385000134452,0.11730694633801309,-0.14186547558006163,40,Season 3
Historia Reiss,3,9,Ruler of the Walls,2018-09-16,6,-0.23270712587314235,-0.12446155485665632,-0.705621746352907,41,Season 3
Historia Reiss,3,10,Friends,2018-09-23,1,-0.23310192992892553,-0.3328491962516242,-0.8881780562142526,84,Season 3
Historia Reiss,3,21,The Attack Titan,2019-06-23,3,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,51,Season 3
Historia Reiss,4,28,The Dawn of Humanity,2022-04-03,2,-0.2315225185912798,0.7749504544785338,-0.3309072136887625,83,Season 4
Hitch Dreyse,1,23,Smile - Assault on Stohess (1),2013-09-15,6,-0.232904540095691,-0.24579594337603317,0.04091208896193997,3,Season 1
Hitch Dreyse,2,8,The Hunters,2017-05-20,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,32,Season 2
Hitch Dreyse,3,4,Trust,2018-08-12,5,0.5409749317563821,-0.17950213362921844,-0.4440074244123954,78,Season 3
Hitch Dreyse,3,14,Thunder Spears,2019-05-05,1,3.6373266451411435,0.9420216636301162,1.3585838566040098,45,Season 3
Hitch Dreyse,3,22,Beyond the Wall,2019-06-30,1,-0.23310192992892553,-0.3328491962516242,-0.8936648636093687,52,Season 3
Hitch Dreyse,4,9,Brave Volunteers,2021-02-07,1,-0.23337600334525646,0.7502534822169622,-0.8936648636093687,54,Season 4
