character,season,episode,title,airdate,rating,n_lines,md_F1_mean,md_F2_mean,inout_F1_mean,ep_order,season_f
Eren Yeager,3,1,Smoke Signal,2018-07-22,8.6,5,-0.07991239873909801,-0.36223999332341594,-0.3629488773832721,36,Season 3
Eren Yeager,3,6,Sin,2018-08-26,9,2,-0.33563475829483863,-0.4483024216590574,-0.8492411980384196,38,Season 3
Eren Yeager,3,7,Wish,2018-09-02,9.2,3,-0.3447677580557814,-0.11564838207316967,-0.5632127027921838,39,Season 3
Eren Yeager,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,4,0.994750147021845,0.006869669230575949,-0.5976904390556415,40,Season 3
Eren Yeager,3,9,Ruler of the Walls,2018-09-16,9.1,7,0.7686303451631403,-0.09082160040813628,0.21811046860061875,41,Season 3
Eren Yeager,3,11,Bystander,2018-10-07,9.1,6,0.34622862827977324,0.20173903943162294,-0.48304375093580876,42,Season 3
Eren Yeager,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,6,0.3844189775074466,0.47453419991781304,-0.6201616767045184,43,Season 3
Eren Yeager,3,13,The Town Where Everything Began,2019-04-28,9.3,7,-0.23373860828690177,0.263414672859121,0.4070532914922494,44,Season 3
Eren Yeager,3,14,Thunder Spears,2019-05-05,9.3,1,-0.10087605268353733,0.5873643472574963,0.5683156151988217,45,Season 3
Eren Yeager,3,15,Descent,2019-05-12,9.4,4,-0.33943848615825634,-0.3787249069617544,-0.026854425784808456,46,Season 3
Eren Yeager,3,16,Perfect Game,2019-05-19,9.6,2,-0.3569417136630882,0.18983366711438016,0.012695164753979249,47,Season 3
Eren Yeager,3,17,Hero,2019-05-26,9.8,2,-0.2585234813945227,-0.061498410405303516,-0.7834321412599888,48,Season 3
Eren Yeager,3,18,Midnight Sun,2019-06-02,9.6,7,-0.18691402747404598,0.30819937994128904,-0.15909544636682468,63,Season 3
Eren Yeager,3,19,The Basement,2019-06-09,9.1,8,-0.33820341447760377,-0.3547434730255265,-0.5802754555976108,49,Season 3
Eren Yeager,3,20,That Day,2019-06-16,9.6,1,-0.3630337575776669,0.5496596970986058,-0.30626930717542966,50,Season 3
Eren Yeager,3,21,The Attack Titan,2019-06-23,9.6,9,-0.17673055276334723,-0.29758598571050066,-0.3816306618098515,51,Season 3
Eren Yeager,3,22,Beyond the Wall,2019-06-30,9.4,10,0.2791463201996474,0.1685164256935484,0.4358364534905249,52,Season 3
Eren Yeager,4,3,The Door of Hope,2020-12-20,8.8,6,-0.34577803259728584,-0.26276238246624944,-0.5851490550516608,5,Season 4
Eren Yeager,4,4,From One Hand to Another,2020-12-27,8.5,8,-0.33563475829483863,-0.4483024216590574,-0.6337571073403199,82,Season 4
Eren Yeager,4,5,Declaration of War,2021-01-10,9.5,10,-0.2462957444449946,0.29585490307139456,-0.016158169873763627,64,Season 4
Eren Yeager,4,6,The War Hammer Titan,2021-01-17,9.6,5,-0.3145179847181151,-0.358083054703139,-0.7143231971544493,68,Season 4
Eren Yeager,4,7,Assault,2021-01-24,9.6,2,-0.33563475829483863,-0.4483024216590574,-0.319559431474574,53,Season 4
Eren Yeager,4,8,Assassin's Bullet,2021-01-31,9.2,3,-0.26245349357562847,-0.010310145757135514,-0.46446766933058015,69,Season 4
Eren Yeager,4,9,Brave Volunteers,2021-02-07,9.2,5,-0.33563475829483863,-0.4483024216590574,-0.2457385621639074,54,Season 4
Eren Yeager,4,14,Violence,2021-03-21,9,15,-0.3067806887302054,0.06199048381289948,0.22284607282663443,55,Season 4
Eren Yeager,4,15,Sole Salvation,2021-03-21,9.5,5,-0.2219154087205295,0.3129762483567483,0.21093024845275898,75,Season 4
Eren Yeager,4,16,Heaven and Earth,2021-03-28,9.1,9,-0.31232849822315323,-0.26348903273319735,-0.18208491544626462,56,Season 4
Eren Yeager,4,19,Two Brothers,2022-01-23,9.6,7,1.0442065844988837,0.8728090477746682,0.8180672033904691,71,Season 4
Eren Yeager,4,20,Memories of the Future,2022-01-30,9.7,10,0.2890024265552666,0.7833777719025601,0.27596912982045135,65,Season 4
Eren Yeager,4,21,"From You, 2,000 Years Ago",2022-02-06,9.7,11,0.14665598922548645,-0.03519336406737225,0.7993077458424,72,Season 4
Eren Yeager,4,22,Thaw,2022-02-13,9.1,6,-0.2009012962591501,0.2217775981186003,1.1611506291920572,59,Season 4
Eren Yeager,4,28,The Dawn of Humanity,2022-04-03,9.6,12,0.039187082942299174,0.02201913688094497,-0.09816329477508712,83,Season 4
Erwin Smith,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,1,-0.25509860648416915,-0.18624367525001137,1.2594050562542174,73,Season 1
Erwin Smith,1,13,Primal Desire - The Struggle for Trost (9),2013-06-30,8.3,6,-0.06967033122399371,-0.12857601320200795,-0.5169866018098663,76,Season 1
Erwin Smith,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,16,-0.16389625163537366,-0.21905294714989887,-0.2632932176579836,20,Season 1
Erwin Smith,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,8,3,-0.2917876588078916,-0.16880858360000706,0.09286411661035432,80,Season 1
Erwin Smith,1,16,What Needs to Be Done Now - Eve of the Counterattack (3),2013-07-28,8,19,-0.13434454129989334,-0.17224096244813195,0.18557887328311926,2,Season 1
Erwin Smith,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,8.2,1,-0.25509860648416915,-0.18624367525001137,0.9695885805422055,21,Season 1
Erwin Smith,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,5,-0.33563475829483863,-0.4483024216590574,-0.3629488773832721,22,Season 1
Erwin Smith,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,8.8,3,-0.25509860648416915,-0.18624367525001145,-0.0063086266627773915,81,Season 1
Erwin Smith,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,6,-0.19725971571831732,0.027954810493890963,0.45020148084686895,23,Season 1
Erwin Smith,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,4,-0.302216432210211,-0.0677825187651186,0.48289215433032023,24,Season 1
Erwin Smith,1,22,The Defeated - The 57th Exterior Scouting Mission (6),2013-09-08,9,2,-0.30906618203091807,0.18170801092429723,0.4499876259411049,25,Season 1
Erwin Smith,1,24,Mercy - Assault on Stohess (2),2013-09-22,8.6,9,-0.2245628972568287,0.28221704071302484,0.24348618700063232,26,Season 1
Erwin Smith,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,7,0.3499156709374426,0.2662111315216877,0.2680241253979602,27,Season 1
Erwin Smith,2,8,The Hunters,2017-05-20,8.8,4,-0.33943848615825634,-0.3787249069617544,-0.026533643426162518,32,Season 2
Erwin Smith,2,9,Opening,2017-05-27,8.8,1,-0.33563475829483863,-0.4483024216590574,0.035424536298576545,33,Season 2
Erwin Smith,2,10,Children,2017-06-03,9.1,2,-0.2285203918071952,-0.08864456998067843,0.5948958637971109,62,Season 2
Erwin Smith,2,11,Charge,2017-06-10,9.3,4,0.2298873842191691,1.118762316091546,1.3334638313504203,34,Season 2
Erwin Smith,2,12,Scream,2017-06-17,9.4,2,-0.3493342579362528,0.05067863771977421,-0.2803306232944325,35,Season 2
Erwin Smith,3,1,Smoke Signal,2018-07-22,8.6,6,-0.33563475829483863,-0.4483024216590574,-0.5125565603768182,36,Season 3
Erwin Smith,3,2,Pain,2018-07-29,8.8,2,-0.34324221402167404,-0.3091473922644514,0.7955323464688027,37,Season 3
Erwin Smith,3,3,Old Story,2018-08-05,8.7,25,-0.08295948577336688,0.12159026786304102,-0.07052860270586152,77,Season 3
Erwin Smith,3,4,Trust,2018-08-12,8.6,3,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,78,Season 3
Erwin Smith,3,5,Reply,2018-08-19,8.9,17,0.14578683618611157,0.3020748537903961,0.4364174373354543,79,Season 3
Erwin Smith,3,6,Sin,2018-08-26,9,7,0.24115101541388562,0.09217166452854697,0.33564011925951265,38,Season 3
Erwin Smith,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,7,-0.11964491048278156,-0.04097017755191694,0.3629540100346897,40,Season 3
Erwin Smith,3,9,Ruler of the Walls,2018-09-16,9.1,16,0.041936682099734765,-0.19044297784607378,0.308321537476481,41,Season 3
Erwin Smith,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,13,0.22048756612741224,-0.09480778100927349,0.07861755291304605,43,Season 3
Erwin Smith,3,13,The Town Where Everything Began,2019-04-28,9.3,12,0.02581701943804529,-0.20302775310788587,0.5011472054519129,44,Season 3
Erwin Smith,3,14,Thunder Spears,2019-05-05,9.3,11,0.22264326482877406,-0.04347153933761828,0.5280878933259732,45,Season 3
Erwin Smith,3,16,Perfect Game,2019-05-19,9.6,23,0.03332981226253224,-0.2188221441401839,-0.022142283615683586,47,Season 3
Erwin Smith,3,18,Midnight Sun,2019-06-02,9.6,7,-0.2764356910238357,-0.16716489695284634,-0.3590631959621266,63,Season 3
Erwin Smith,3,19,The Basement,2019-06-09,9.1,2,-0.17456245467349973,0.07581507115903457,0.7955323464688028,49,Season 3
Erwin Smith,3,22,Beyond the Wall,2019-06-30,9.4,2,-0.33905963320519217,-0.3235571568143495,0.09179434583155449,52,Season 3
Falco Grice,4,1,Other Side of the Sea,2020-12-06,9,3,-0.34577803259728584,-0.26276238246624944,0.1477364455530043,66,Season 4
Falco Grice,4,2,Midnight Train,2020-12-13,8.7,7,-0.3113773353424898,-0.38188131353517657,-0.34314084030050207,67,Season 4
Falco Grice,4,3,The Door of Hope,2020-12-20,8.8,4,-0.33734719575001537,-0.38592978923670346,-0.3638286456360882,5,Season 4
Falco Grice,4,4,From One Hand to Another,2020-12-27,8.5,4,-0.33563475829483863,-0.4483024216590574,-0.9891090299130532,82,Season 4
Falco Grice,4,5,Declaration of War,2021-01-10,9.5,3,-0.3003250628049553,0.046887339193111055,0.08400403374425805,64,Season 4
Falco Grice,4,7,Assault,2021-01-24,9.6,2,-0.33563475829483863,-0.4483024216590574,-0.5467761627445551,53,Season 4
Falco Grice,4,8,Assassin's Bullet,2021-01-31,9.2,2,-0.2962600760353225,-0.14183587326537994,-0.23725093806059916,69,Season 4
Falco Grice,4,11,Impostors,2021-02-21,8.6,10,-0.19855539671673905,-0.17926650573070957,-0.05234371661371322,70,Season 4
Falco Grice,4,13,Children of the Forest,2021-03-07,9.1,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,74,Season 4
Falco Grice,4,18,Sneak Attack,2022-01-16,9.5,6,-0.30908717223988835,-0.3024704477929906,-0.3372795972067668,58,Season 4
Falco Grice,4,23,Sunset,2022-02-20,9,3,-0.33563475829483863,-0.4483024216590574,-1.0939642401348293,6,Season 4
Falco Grice,4,24,Pride,2022-02-27,8.6,2,-0.34590938302589924,-0.0740666271249337,-0.38536848825300485,60,Season 4
Fay Yeager,3,19,The Basement,2019-06-09,9.1,1,-0.33563475829483863,-0.4483024216590574,-1.0239389968291144,49,Season 3
Flegel Reeves,3,2,Pain,2018-07-29,8.8,1,-0.33563475829483863,-0.4483024216590574,-0.4644676693305801,37,Season 3
Flegel Reeves,3,3,Old Story,2018-08-05,8.7,1,0.11486809210400621,1.5273510512038742,0.8126733478216389,77,Season 3
Flegel Reeves,3,4,Trust,2018-08-12,8.6,3,0.15701576205857617,0.7274419137506538,-0.11977886467591821,78,Season 3
Flegel Reeves,3,5,Reply,2018-08-19,8.9,1,-0.28249760576699745,0.8117184435076519,2.0555323622681856,79,Season 3
Flegel Reeves,4,11,Impostors,2021-02-21,8.6,1,-0.013490151052160865,0.5999325639771266,1.6606780215976014,70,Season 4
Floch Forster,3,16,Perfect Game,2019-05-19,9.6,2,1.6478103108492559,0.5846111547959794,1.1543671912956452,47,Season 3
Floch Forster,3,18,Midnight Sun,2019-06-02,9.6,9,0.37209217694543734,0.04664852779186931,-0.011217028179956304,63,Season 3
Floch Forster,3,19,The Basement,2019-06-09,9.1,1,-0.3424845081155457,-0.1988118919696416,-0.5695055342891525,49,Season 3
Floch Forster,3,22,Beyond the Wall,2019-06-30,9.4,9,-0.18277982807201656,0.4523788267335049,-0.018365610133300896,52,Season 3
Floch Forster,4,6,The War Hammer Titan,2021-01-17,9.6,2,0.011730174313803618,1.3062068762361292,1.670758833560346,68,Season 4
Floch Forster,4,7,Assault,2021-01-24,9.6,1,-0.33563475829483863,-0.4483024216590574,-1.0239389968291144,53,Season 4
Floch Forster,4,8,Assassin's Bullet,2021-01-31,9.2,3,-0.21231252543211349,0.12289582049223777,0.9961688291404945,69,Season 4
Floch Forster,4,11,Impostors,2021-02-21,8.6,2,-0.1299295502456136,0.1772595763880945,0.9796693925049502,70,Season 4
Floch Forster,4,13,Children of the Forest,2021-03-07,9.1,3,-0.33563475829483863,-0.4483024216590574,0.4308323799565197,74,Season 4
Floch Forster,4,14,Violence,2021-03-21,9,12,0.1565952013000073,0.2477552385793702,0.7777364534526957,55,Season 4
Floch Forster,4,17,Judgement,2022-01-09,9.5,3,1.135735263841577,0.5873180186521596,1.0404692434709764,57,Season 4
Floch Forster,4,18,Sneak Attack,2022-01-16,9.5,1,0.970721257352725,0.018520049038399936,0.2266217717248156,58,Season 4
Floch Forster,4,21,"From You, 2,000 Years Ago",2022-02-06,9.7,1,-0.25509860648416915,-0.18624367525001137,1.9239142487113243,72,Season 4
Floch Forster,4,22,Thaw,2022-02-13,9.1,4,-0.1454472775910828,0.7049243170079518,1.182552096062134,59,Season 4
Floch Forster,4,23,Sunset,2022-02-20,9,9,0.006295152287447481,-0.05002561411558126,-0.17265422199814429,6,Season 4
Floch Forster,4,24,Pride,2022-02-27,8.6,3,1.2228891257766308,2.229403574425075,1.3471504652921251,60,Season 4
Floch Forster,4,26,Traitor,2022-03-13,9.3,8,0.8258434917957238,0.741974988262811,0.14179307532015448,8,Season 4
Floch Forster,4,27,Retrospective,2022-03-20,9.5,2,2.0566665953368872,2.608685328287804,2.0030134297888993,9,Season 4
Frieda Reiss,3,6,Sin,2018-08-26,9,4,-0.2734969269984701,-0.17883220824542723,-1.0239389968291144,38,Season 3
Frieda Reiss,3,9,Ruler of the Walls,2018-09-16,9.1,1,-0.09581309015446747,0.6887481679463896,1.3910231698110789,41,Season 3
Frieda Reiss,4,20,Memories of the Future,2022-01-30,9.7,7,-0.16427308953747874,0.6140285538419628,0.8619831806430883,65,Season 4
Frieda Reiss,4,21,"From You, 2,000 Years Ago",2022-02-06,9.7,4,-0.33563475829483863,-0.4483024216590574,-1.0501984630687575,72,Season 4
Gabi Braun,4,1,Other Side of the Sea,2020-12-06,9,19,0.09452144230858438,0.06753811200413734,0.12756539868587097,66,Season 4
Gabi Braun,4,2,Midnight Train,2020-12-13,8.7,7,-0.16051763488956802,-0.41905046104642724,-0.2867330773475614,67,Season 4
Gabi Braun,4,4,From One Hand to Another,2020-12-27,8.5,9,-0.13937618326666676,-0.12161638859558221,-0.1155417126193289,82,Season 4
Gabi Braun,4,5,Declaration of War,2021-01-10,9.5,2,-0.33563475829483863,-0.4483024216590574,0.012695164753979166,64,Season 4
Gabi Braun,4,6,The War Hammer Titan,2021-01-17,9.6,2,-0.31608854114464124,-0.08603768327474359,-0.9714200643498281,68,Season 4
Gabi Braun,4,7,Assault,2021-01-24,9.6,3,-0.281943990421059,-0.2735965907196934,-0.2539642296019074,53,Season 4
Gabi Braun,4,8,Assassin's Bullet,2021-01-31,9.2,19,0.18501440327881435,0.448331211326139,0.24939078907494175,69,Season 4
Gabi Braun,4,11,Impostors,2021-02-21,8.6,14,-0.2628687554113074,0.49117147396699395,0.6939517944735057,70,Season 4
Gabi Braun,4,13,Children of the Forest,2021-03-07,9.1,4,0.7840397958649457,1.1051138237485953,0.8386120317026361,74,Season 4
Gabi Braun,4,14,Violence,2021-03-21,9,1,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,55,Season 4
Gabi Braun,4,16,Heaven and Earth,2021-03-28,9.1,3,-0.264827202008991,0.26336848112864597,0.8185384695070796,56,Season 4
Gabi Braun,4,17,Judgement,2022-01-09,9.5,2,-0.33563475829483863,-0.4483024216590574,-0.28976987053988534,57,Season 4
Gabi Braun,4,18,Sneak Attack,2022-01-16,9.5,2,-0.33563475829483863,-0.4483024216590574,-0.7442033330798472,58,Season 4
Gabi Braun,4,19,Two Brothers,2022-01-23,9.6,1,-0.33563475829483863,-0.4483024216590574,0.8911309641819222,71,Season 4
Gabi Braun,4,22,Thaw,2022-02-13,9.1,7,-0.3040548717277119,-0.22906701761685952,-0.2368194205502201,59,Season 4
Gabi Braun,4,24,Pride,2022-02-27,8.6,1,-0.33563475829483863,-0.4483024216590574,0.20004152312652654,60,Season 4
Gabi Braun,4,25,Night of the End,2022-03-06,8.7,5,-0.15049311863791748,0.17287209560484174,0.5384729194761851,7,Season 4
Gelgar,2,1,Beast Titan,2017-04-01,9.3,1,2.277077273000289,0.4853425197358571,0.00884428770028747,28,Season 2
Gelgar,2,4,Soldier,2017-04-22,9.1,7,-0.06019586225924363,0.21030798761589478,-0.5952227478666834,61,Season 2
Grisha Yeager,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,8.4,1,-0.33563475829483863,-0.4483024216590574,-1.0239389968291144,10,Season 1
Grisha Yeager,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,8,1,1.0375579095219802,0.7795598548262775,-1.0239389968291144,11,Season 1
Grisha Yeager,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,8,5,0.8888951198739542,0.42765438836659475,-0.42751194717989216,14,Season 1
Grisha Yeager,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,3,0.5621146360737603,-0.0497345257244039,-0.2978369341208613,73,Season 1
Grisha Yeager,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,1,-0.33563475829483863,-0.4483024216590574,0.00884428770028747,40,Season 3
Grisha Yeager,3,11,Bystander,2018-10-07,9.1,6,0.086394554952571,-0.3363713891614126,-0.2197446272341705,42,Season 3
Grisha Yeager,3,19,The Basement,2019-06-09,9.1,5,-0.33563475829483863,-0.4483024216590574,-0.41713647362749334,49,Season 3
Grisha Yeager,3,20,That Day,2019-06-16,9.6,21,-0.03904191841561647,0.28242393982131264,0.41311221422432703,50,Season 3
Grisha Yeager,3,21,The Attack Titan,2019-06-23,9.6,5,-0.3411145581514043,-0.24870999790752477,-0.7406468198658216,51,Season 3
Grisha Yeager,3,22,Beyond the Wall,2019-06-30,9.4,5,-0.22562404568818423,0.018376035189373297,0.8409756927227989,52,Season 3
Grisha Yeager,4,15,Sole Salvation,2021-03-21,9.5,8,-0.04550347488985296,0.28326692338062054,0.6376547666722981,75,Season 4
Grisha Yeager,4,20,Memories of the Future,2022-01-30,9.7,15,-0.022535282019570422,0.06747473341462074,0.029584771748294117,65,Season 4
Grisha Yeager,4,21,"From You, 2,000 Years Ago",2022-02-06,9.7,3,-0.33563475829483863,-0.4483024216590574,-1.041231452749779,72,Season 4
Gunther Schultz,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,8,1,-0.33563475829483863,-0.4483024216590574,-0.43788742073229103,80,Season 1
Gunther Schultz,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,2,-0.33563475829483863,-0.4483024216590574,-0.0796941406227406,23,Season 1
Gunther Schultz,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,1,-0.33563475829483863,-0.4483024216590574,1.7404187673924685,24,Season 1
Hange Zoë,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,2,1.6086789053441204,0.3099399995531516,-0.22396081376145466,73,Season 1
Hange Zoë,1,14,Can't Look Into His Eyes - Eve of the Counterattack (1),2013-07-14,8.2,3,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,20,Season 1
Hange Zoë,1,15,Special Operations Squad - Eve of the Counterattack (2),2013-07-21,8,34,-0.08239096751718114,-0.07660126362691917,-0.3069155755207141,80,Season 1
Hange Zoë,1,17,Female Titan - The 57th Exterior Scouting Mission (1),2013-08-04,8.2,1,2.254693467420587,1.8601851348523484,0.6999337287556832,21,Season 1
Hange Zoë,1,19,Bite - The 57th Exterior Scouting Mission (3),2013-08-18,8.8,10,1.1052645710702653,0.1511401356372416,-0.7150933725651877,81,Season 1
Hange Zoë,1,20,Erwin Smith - The 57th Exterior Scouting Mission (4),2013-08-25,8.7,2,0.2772751736236085,-0.3459205595148518,-0.5695055342891525,23,Season 1
Hange Zoë,1,21,Crushing Blow - The 57th Exterior Scouting Mission (5),2013-09-01,8.9,2,2.155379651638466,0.2676915753114427,-1.1289768617876867,24,Season 1
Hange Zoë,1,24,Mercy - Assault on Stohess (2),2013-09-22,8.6,3,0.20503703119905256,0.12976350473158496,0.358239885281677,26,Season 1
Hange Zoë,1,25,Wall: Raid on Stohess District (3),2013-09-29,8.7,2,-0.3190824432158288,0.27562921491843806,0.5455862436542244,27,Season 1
Hange Zoë,2,1,Beast Titan,2017-04-01,9.3,7,0.08918006622509389,0.2887646110812899,-0.09779025445593097,28,Season 2
Hange Zoë,2,2,I'm Home,2017-04-08,9,2,-0.33563475829483863,-0.4483024216590574,-1.1289768617876867,29,Season 2
Hange Zoë,2,6,Warrior,2017-05-06,9.7,22,-0.20415379468815753,-0.2751086299052968,-0.4856489230783517,31,Season 2
Hange Zoë,2,7,Close Combat,2017-05-13,9.7,5,0.37839499861560705,0.3075158281642646,0.03824861205461325,4,Season 2
Hange Zoë,2,8,The Hunters,2017-05-20,8.8,5,-0.010480032135139372,-0.37599795225128324,-0.21409888973287736,32,Season 2
Hange Zoë,2,9,Opening,2017-05-27,8.8,2,0.2772751736236085,-0.3459205595148518,-0.7967222655591334,33,Season 2
Hange Zoë,2,10,Children,2017-06-03,9.1,2,1.5030950374605028,-0.14115683522644043,-0.8492411980384196,62,Season 2
Hange Zoë,2,12,Scream,2017-06-17,9.4,1,-0.33563475829483863,-0.4483024216590574,-0.4644676693305801,35,Season 2
Hange Zoë,3,1,Smoke Signal,2018-07-22,8.6,13,0.13581246619232556,0.279347441790564,-0.16819192507041497,36,Season 3
Hange Zoë,3,2,Pain,2018-07-29,8.8,6,0.1289614007869345,-0.19830633516722845,-0.19573163000500912,37,Season 3
Hange Zoë,3,3,Old Story,2018-08-05,8.7,14,-0.2720653753693199,-0.1913365135708364,-0.14504493688881995,77,Season 3
Hange Zoë,3,4,Trust,2018-08-12,8.6,8,0.2100109642903945,0.4342088811732638,0.44875092457248755,78,Season 3
Hange Zoë,3,5,Reply,2018-08-19,8.9,18,-0.3229731496398056,-0.3769047939587258,-0.3812740715502515,79,Season 3
Hange Zoë,3,7,Wish,2018-09-02,9.2,1,-0.2965423239944439,0.27622705510957024,0.46327775024024936,39,Season 3
Hange Zoë,3,8,Outside the Walls of Orvud District,2018-09-09,9.2,10,-0.29435670598115055,-0.2701476082584805,-0.3722066768973187,40,Season 3
Hange Zoë,3,9,Ruler of the Walls,2018-09-16,9.1,5,-0.2649740740999791,-0.36211953078795744,-0.6513004781793058,41,Season 3
Hange Zoë,3,11,Bystander,2018-10-07,9.1,4,0.6751640166213069,0.38283890651815233,0.09972328179068052,42,Season 3
Hange Zoë,3,12,Night of the Battle to Retake the Wall,2018-10-14,9.1,11,-0.30837943370493687,-0.253067792106081,-0.38967607345673855,43,Season 3
Hange Zoë,3,13,The Town Where Everything Began,2019-04-28,9.3,4,-0.32243677480938643,-0.3919153173116084,0.31397067112016297,44,Season 3
Hange Zoë,3,14,Thunder Spears,2019-05-05,9.3,13,-0.201047541139011,-0.039076997241209485,-0.11357900695146869,45,Season 3
Hange Zoë,3,15,Descent,2019-05-12,9.4,2,0.3175432495289432,-0.21489118631032875,0.5948958637971108,46,Season 3
Hange Zoë,3,18,Midnight Sun,2019-06-02,9.6,8,-0.2955900308009586,-0.2734137546572458,-0.15262980527619754,63,Season 3
Hange Zoë,3,19,The Basement,2019-06-09,9.1,9,-0.33175793413376564,-0.32641476357275945,-0.5616437718166081,49,Season 3
Hange Zoë,3,21,The Attack Titan,2019-06-23,9.6,21,-0.08452716533520788,0.021297690488597937,0.32692020965040014,51,Season 3
Hange Zoë,3,22,Beyond the Wall,2019-06-30,9.4,4,0.2412060534476554,0.13679158734729047,0.39082363131224634,52,Season 3
Hange Zoë,4,7,Assault,2021-01-24,9.6,1,-0.33563475829483863,-0.4483024216590574,0.9177112127802113,53,Season 4
Hange Zoë,4,8,Assassin's Bullet,2021-01-31,9.2,1,-0.08023368328865756,0.3800879023060476,1.4506022916804566,69,Season 4
Hange Zoë,4,9,Brave Volunteers,2021-02-07,9.2,7,-0.036339124914316054,0.015360642606361203,0.2069022376920069,54,Season 4
Hange Zoë,4,11,Impostors,2021-02-21,8.6,8,-0.33905963320519217,-0.3235571568143495,-0.5177889298939662,70,Season 4
Hange Zoë,4,13,Children of the Forest,2021-03-07,9.1,4,0.9040702516168403,0.715473704346367,0.07818343917376397,74,Season 4
Hange Zoë,4,23,Sunset,2022-02-20,9,1,-0.33563475829483863,-0.4483024216590574,0.936589707271117,6,Season 4
Hange Zoë,4,24,Pride,2022-02-27,8.6,13,-0.20641912604095383,-0.18665247184762712,0.24637697191257896,60,Season 4
Hange Zoë,4,25,Night of the End,2022-03-06,8.7,14,-0.13571818322416615,-0.3306738129030894,0.30219894341718034,7,Season 4
Hange Zoë,4,26,Traitor,2022-03-13,9.3,2,-0.33563475829483863,-0.4483024216590574,0.18739296354467394,8,Season 4
Hange Zoë,4,27,Retrospective,2022-03-20,9.5,5,-0.06546343208222652,0.017139221527320805,0.11344378129054888,9,Season 4
Hange Zoë,4,28,The Dawn of Humanity,2022-04-03,9.6,8,-0.32959481559337733,-0.30210826986333505,0.27678089239273856,83,Season 4
Hannes,1,1,"To You, in 2000 Years - The Fall of Shiganshina (1)",2013-04-07,8.4,6,1.3356282392136671,0.32097883829558593,0.2221917302917674,10,Season 1
Hannes,1,2,That Day - The Fall of Shiganshina (2),2013-04-14,8,2,-0.3493342579362528,0.05067863771977421,-1.063167805009256,11,Season 1
Hannes,1,4,The Night of the Closing Ceremony - Humanity's Comeback (2),2013-04-28,8.2,1,-0.2023066725423603,0.03930474213978467,1.8188763837527517,1,Season 1
Hannes,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,4,0.5305884558862947,1.0377041799484257,0.710108885600301,73,Season 1
Hannes,2,1,Beast Titan,2017-04-01,9.3,2,-0.2687981061255833,0.31273738412882024,0.2924308285032463,28,Season 2
Hannes,2,6,Warrior,2017-05-06,9.7,3,-0.33791800823507434,-0.3651389117625855,-0.08262670146546092,31,Season 2
Hannes,2,7,Close Combat,2017-05-13,9.7,1,-0.33563475829483863,-0.4483024216590574,0.38482013387996605,4,Season 2
Hannes,2,8,The Hunters,2017-05-20,8.8,15,-0.07023910119379626,-0.2748811855718471,-0.4508049870186515,32,Season 2
Hannes,2,12,Scream,2017-06-17,9.4,1,-0.33563475829483863,-0.4483024216590574,-0.9973587482308252,35,Season 2
Historia Reiss,1,6,The World the Girl Saw - The Struggle for Trost (2),2013-05-12,8,1,-0.1745624546734997,0.07581507115903457,0.4366975016419603,14,Season 1
Historia Reiss,1,9,Whereabouts of His Left Arm - The Struggle for Trost (5),2013-06-02,8.5,1,-0.33563475829483863,-0.4483024216590574,0.6544749856664884,73,Season 1
Historia Reiss,1,18,Forest of Giant Trees - The 57th Exterior Scouting Mission (2),2013-08-11,8.7,1,-0.33563475829483863,-0.4483024216590574,0.2532020203231046,22,Season 1
Historia Reiss,2,2,I'm Home,2017-04-08,9,2,-0.33563475829483863,-0.4483024216590574,-0.783432141259989,29,Season 2
